Khu vực,Loại vàng,Mua vào,Bán ra,Thời gian,Ngày
https://giavang.org/trong-nuoc/sjc/lich-su/2013-07-29.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-07-29.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-07-29.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-07-29.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-07-29.html,2013-07-29
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.700,38.100,14:25:00 30/07/2013,2013-07-30
https://giavang.org/trong-nuoc/sjc/lich-su/2013-07-30.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-07-30.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-07-30.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-07-30.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-07-30.html,2013-07-30
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.800,38.100,16:44:00 31/07/2013,2013-07-31
https://giavang.org/trong-nuoc/sjc/lich-su/2013-07-31.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-07-31.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-07-31.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-07-31.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-07-31.html,2013-07-31
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.380,37.780,16:45:00 01/08/2013,2013-08-01
https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-01.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-01.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-01.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-01.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-01.html,2013-08-01
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.270,37.570,15:42:00 02/08/2013,2013-08-02
https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-02.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-02.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-02.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-02.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-02.html,2013-08-02
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.550,37.850,14:33:00 03/08/2013,2013-08-03
https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-03.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-03.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-03.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-03.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-03.html,2013-08-03
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.550,37.850,14:33:00 03/08/2013,2013-08-04
https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-04.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-04.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-04.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-04.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-04.html,2013-08-04
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.480,37.780,14:36:00 05/08/2013,2013-08-05
https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-05.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-05.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-05.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-05.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-05.html,2013-08-05
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.150,37.550,16:14:00 06/08/2013,2013-08-06
https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-06.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-06.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-06.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-06.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-06.html,2013-08-06
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.150,37.450,10:21:00 07/08/2013,2013-08-07
https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-07.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-07.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-07.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-07.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-07.html,2013-08-07
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.350,37.650,14:30:00 08/08/2013,2013-08-08
https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-08.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-08.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-08.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-08.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-08.html,2013-08-08
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.550,37.850,15:44:00 09/08/2013,2013-08-09
https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-09.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-09.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-09.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-09.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-09.html,2013-08-09
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.600,37.900,09:48:00 10/08/2013,2013-08-10
https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-10.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-10.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-10.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-10.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-10.html,2013-08-10
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.600,37.900,09:48:00 10/08/2013,2013-08-11
https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-11.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-11.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-11.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-11.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-11.html,2013-08-11
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.670,37.970,15:59:00 12/08/2013,2013-08-12
https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-12.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-12.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-12.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-12.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-12.html,2013-08-12
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.630,37.930,16:01:00 13/08/2013,2013-08-13
https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-13.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-13.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-13.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-13.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-13.html,2013-08-13
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.550,37.770,16:28:00 14/08/2013,2013-08-14
https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-14.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-14.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-14.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-14.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-14.html,2013-08-14
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.630,37.930,15:14:00 15/08/2013,2013-08-15
https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-15.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-15.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-15.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-15.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-15.html,2013-08-15
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.850,38.150,14:23:00 16/08/2013,2013-08-16
https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-16.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-16.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-16.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-16.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-16.html,2013-08-16
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",38.000,38.250,08:24:00 17/08/2013,2013-08-17
https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-17.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-17.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-17.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-17.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-17.html,2013-08-17
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",38.000,38.250,08:24:00 17/08/2013,2013-08-18
https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-18.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-18.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-18.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-18.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-18.html,2013-08-18
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",38.010,38.260,13:45:00 19/08/2013,2013-08-19
https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-19.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-19.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-19.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-19.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-19.html,2013-08-19
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.780,38.080,16:31:00 20/08/2013,2013-08-20
https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-20.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-20.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-20.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-20.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-20.html,2013-08-20
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.780,38.030,14:28:00 21/08/2013,2013-08-21
https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-21.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-21.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-21.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-21.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-21.html,2013-08-21
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.700,37.900,14:56:00 22/08/2013,2013-08-22
https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-22.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-22.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-22.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-22.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-22.html,2013-08-22
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.680,37.880,15:10:00 23/08/2013,2013-08-23
https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-23.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-23.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-23.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-23.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-23.html,2013-08-23
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.800,38.100,08:26:00 24/08/2013,2013-08-24
https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-24.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-24.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-24.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-24.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-24.html,2013-08-24
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.800,38.100,08:26:00 24/08/2013,2013-08-25
https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-25.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-25.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-25.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-25.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-25.html,2013-08-25
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.900,38.100,15:48:00 26/08/2013,2013-08-26
https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-26.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-26.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-26.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-26.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-26.html,2013-08-26
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",38.000,38.200,15:44:00 27/08/2013,2013-08-27
https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-27.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-27.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-27.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-27.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-27.html,2013-08-27
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",38.500,38.800,15:16:00 28/08/2013,2013-08-28
https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-28.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-28.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-28.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-28.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-28.html,2013-08-28
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",38.300,38.550,15:40:00 29/08/2013,2013-08-29
https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-29.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-29.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-29.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-29.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-29.html,2013-08-29
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",38.200,38.450,15:33:00 30/08/2013,2013-08-30
https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-30.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-30.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-30.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-30.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-30.html,2013-08-30
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",38.250,38.450,08:06:00 31/08/2013,2013-08-31
https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-31.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-31.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-31.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-31.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-08-31.html,2013-08-31
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",38.250,38.450,08:06:00 31/08/2013,2013-09-01
https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-01.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-01.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-01.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-01.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-01.html,2013-09-01
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",38.250,38.450,08:06:00 31/08/2013,2013-09-02
https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-02.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-02.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-02.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-02.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-02.html,2013-09-02
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",38.180,38.330,16:13:00 03/09/2013,2013-09-03
https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-03.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-03.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-03.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-03.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-03.html,2013-09-03
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",38.270,38.470,14:29:00 04/09/2013,2013-09-04
https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-04.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-04.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-04.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-04.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-04.html,2013-09-04
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",38.270,38.470,16:28:00 05/09/2013,2013-09-05
https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-05.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-05.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-05.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-05.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-05.html,2013-09-05
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",38.130,38.330,16:28:00 06/09/2013,2013-09-06
https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-06.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-06.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-06.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-06.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-06.html,2013-09-06
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",38.270,38.470,10:26:00 07/09/2013,2013-09-07
https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-07.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-07.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-07.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-07.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-07.html,2013-09-07
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",38.270,38.470,10:26:00 07/09/2013,2013-09-08
https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-08.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-08.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-08.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-08.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-08.html,2013-09-08
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",38.270,38.470,14:02:00 09/09/2013,2013-09-09
https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-09.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-09.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-09.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-09.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-09.html,2013-09-09
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",38.220,38.370,14:38:00 10/09/2013,2013-09-10
https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-10.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-10.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-10.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-10.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-10.html,2013-09-10
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.900,38.150,15:05:00 11/09/2013,2013-09-11
https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-11.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-11.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-11.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-11.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-11.html,2013-09-11
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.600,37.850,15:04:00 12/09/2013,2013-09-12
https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-12.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-12.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-12.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-12.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-12.html,2013-09-12
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.300,37.550,13:23:00 13/09/2013,2013-09-13
https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-13.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-13.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-13.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-13.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-13.html,2013-09-13
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.500,37.700,08:18:00 14/09/2013,2013-09-14
https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-14.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-14.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-14.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-14.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-14.html,2013-09-14
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.500,37.700,08:18:00 14/09/2013,2013-09-15
https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-15.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-15.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-15.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-15.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-15.html,2013-09-15
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.440,37.640,15:35:00 16/09/2013,2013-09-16
https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-16.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-16.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-16.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-16.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-16.html,2013-09-16
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.370,37.570,15:14:00 17/09/2013,2013-09-17
https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-17.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-17.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-17.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-17.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-17.html,2013-09-17
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.270,37.470,16:02:00 18/09/2013,2013-09-18
https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-18.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-18.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-18.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-18.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-18.html,2013-09-18
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.750,38.050,15:47:00 19/09/2013,2013-09-19
https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-19.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-19.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-19.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-19.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-19.html,2013-09-19
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.680,37.830,15:13:00 20/09/2013,2013-09-20
https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-20.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-20.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-20.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-20.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-20.html,2013-09-20
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.350,37.550,09:59:00 21/09/2013,2013-09-21
https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-21.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-21.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-21.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-21.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-21.html,2013-09-21
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.350,37.550,09:59:00 21/09/2013,2013-09-22
https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-22.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-22.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-22.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-22.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-22.html,2013-09-22
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.420,37.620,16:06:00 23/09/2013,2013-09-23
https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-23.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-23.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-23.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-23.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-23.html,2013-09-23
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.330,37.530,14:57:00 24/09/2013,2013-09-24
https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-24.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-24.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-24.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-24.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-24.html,2013-09-24
Hồ Chí Minh,"Vàng SJC 1L, 10L, 1KG",37.340,37.500,15:42:00 25/09/2013,2013-09-25
https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-25.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-25.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-25.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-25.html,https://giavang.org/trong-nuoc/sjc/lich-su/2013-09-25.html,2013-09-25
